name,coordinates,class,AgroClimaticZone
13969,"86.094972,26.3567295",2,4
1397,"78.63651,28.6384875",2,5
13970,"86.1051365,26.004408",2,4
13971,"86.6428575,25.137795",2,4
13972,"85.3505025,26.2082545",2,4
13973,"84.707172,25.586689",2,4
13974,"84.32738,27.2011795",2,4
13975,"86.7129215,24.6788895",2,7
13976,"84.3378775,24.782744",2,4
13977,"86.721239,25.0250235",2,7
13978,"87.454057,25.815067",2,4
13979,"87.2867705,26.2847795",2,4
1398,"77.091067,28.6400095",2,6
13980,"87.1817325,25.90922",2,4
13981,"85.385429,25.1610215",2,4
13982,"87.468942,25.8129185",2,4
13983,"85.3712215,26.136819",2,4
13984,"85.488375,25.1994515",2,4
13985,"85.687207,24.8276625",2,4
13986,"84.615663,25.3224535",2,4
13987,"84.957781,25.564463",2,4
13988,"86.4713155,25.356734",2,4
13989,"84.786975,24.5415245",2,4
1399,"77.0409745,28.640108",1,6
13990,"85.730879,26.295253",2,4
13991,"84.614108,25.4723135",2,4
13992,"86.4440595,25.250233",2,4
13993,"86.5674205,25.1681235",2,4
13994,"86.953523,25.18069",2,4
13995,"85.0661895,25.7180775",2,4
13996,"85.8524795,26.213963",2,4
13997,"84.8705995,25.6377625",2,4
13998,"84.536332,25.1761175",2,4
13999,"86.326559,26.368433",2,4
14,"78.952686,9.368702",1,11
140,"77.595141,12.993863",2,10
1400,"77.138434,28.6403825",2,6
14000,"85.727469,26.646936",2,4
14001,"85.533186,26.4503425",2,4
14002,"84.4697395,25.3239815",2,4
14003,"84.4808585,25.3990725",2,4
14004,"85.4483995,26.0629275",2,4
14005,"86.16688,26.0315105",2,4
14006,"85.070287,25.6867615",2,4
14007,"84.4588135,25.271306",2,4
14008,"86.8940985,24.615986",2,7
14009,"87.240073,25.2503815",2,4
1401,"77.1707965,28.6409575",2,6
14010,"85.901201,26.329442",2,4
14011,"86.933209,25.268632",2,4
14012,"85.0234765,24.8181305",2,4
14013,"85.4548155,26.158471",2,4
14014,"86.7463735,25.243427",2,4
14015,"86.5092725,25.369354",2,4
14016,"85.521596,25.155901",2,4
14017,"83.963706,24.9643815",2,4
14018,"86.95935,25.261167",2,4
14019,"85.07316,25.2568315",2,4
1402,"77.1120815,28.6423705",2,6
14020,"86.9284625,25.2267605",2,4
14021,"84.636202,25.4494425",2,4
14022,"85.3593065,25.5342985",2,4
14023,"85.9035455,24.9758525",2,4
14024,"84.036366,25.008392",2,4
14025,"85.215184,25.669825",2,4
14026,"84.7288985,25.237213",2,4
14027,"84.948985,25.6042185",2,4
14028,"85.8026135,25.8628095",2,4
14029,"86.517237,25.30832",2,4
1403,"77.071959,28.642678",1,6
14030,"85.553314,25.1607095",2,4
14031,"85.2831245,25.5575745",2,4
14032,"84.9350095,24.7880525",2,4
14033,"84.775338,25.3230025",2,4
14034,"84.921753,26.6417825",2,4
14035,"85.065393,24.862227",1,4
14036,"84.396204,25.427624",2,4
14037,"86.080127,24.9557855",2,4
14038,"85.5716885,24.8691",2,4
14039,"87.3924065,25.788934",2,4
1404,"77.2380135,28.6429965",1,6
14040,"84.908494,26.621655",2,4
14041,"87.163873,25.101737",2,4
14042,"85.299921,26.368508",2,4
14043,"85.142473,25.6676035",2,4
14044,"85.5440965,25.1240055",2,4
14045,"85.239028,25.6082095",2,4
14046,"85.279931,25.430413",2,4
14047,"85.204486,25.646294",2,4
14048,"86.963226,24.8849235",2,7
14049,"85.8531695,26.1796395",2,4
1405,"77.127393,28.6460765",1,6
14050,"84.860199,24.6693715",2,4
14051,"84.2582555,25.33283",2,4
14052,"85.3041785,25.641236",2,4
14053,"84.577003,25.324108",2,4
14054,"85.619824,24.9679695",2,4
14055,"84.1599115,25.427214",2,4
14056,"84.3254355,26.201125",2,4
14057,"86.962445,25.9352395",2,4
14058,"84.950299,24.708236",2,4
14059,"85.373752,25.2126555",2,4
1406,"77.456848,28.6463045",2,5
14060,"85.9604815,26.1772085",2,4
14061,"86.453364,25.3322695",2,4
14062,"85.372646,25.1067135",2,4
14063,"87.2434415,26.2898525",2,4
14064,"86.947995,25.180982",2,4
14065,"87.003755,25.2960335",2,4
14066,"86.044866,24.984262",2,4
14067,"84.488664,25.2419935",2,4
14068,"86.2583885,24.7735395",2,4
14069,"84.8230475,24.5440465",2,4
1407,"77.143674,28.647385",1,6
14070,"85.55772,25.2677665",2,4
14071,"86.9332765,25.0071025",2,7
14072,"85.07167,25.648573",1,4
14073,"84.097356,24.90542",2,4
14074,"85.3862385,25.577813",2,4
14075,"85.3589045,26.335684",2,4
14076,"87.298174,26.3153825",2,4
14077,"85.362481,25.5985",2,4
14078,"84.167997,25.62643",2,4
14079,"86.1857575,24.9254155",2,4
1408,"77.188436,28.6483505",2,6
14080,"84.8432095,24.749073",2,4
14081,"84.71256,25.1823975",2,4
14082,"86.9184815,24.7920745",2,7
14083,"86.5028415,26.306991",2,4
14084,"85.0796805,25.221395",2,4
14085,"84.1098765,24.9551305",2,4
14086,"85.180562,25.2593015",2,4
14087,"85.0834515,24.8484315",2,4
14088,"85.2742675,25.6071665",2,4
14089,"85.9880165,26.145054",2,4
1409,"77.1159845,28.6506455",2,6
14090,"86.1898235,25.034682",2,4
14091,"85.847559,26.228241",2,4
14092,"85.732791,26.3986855",2,4
14093,"84.3993965,24.760074",2,4
14094,"87.44381,25.75992",2,4
14095,"85.9115225,26.4191735",2,4
14096,"84.4449875,25.3181035",2,4
14097,"87.014603,25.225795",2,4
14098,"84.095862,25.5764765",2,4
14099,"87.4779725,25.6961525",2,4
141,"77.690548,12.9949985",1,10
1410,"77.100953,28.6507555",1,6
14100,"84.3164805,24.7883185",2,4
14101,"85.5338265,24.7389415",2,4
14102,"85.830467,25.133953",2,4
14103,"84.3659965,26.200106",2,4
14104,"86.525128,25.3253635",2,4
14105,"85.3424385,25.4927215",2,4
14106,"87.238168,25.2880915",2,4
14107,"85.338795,25.5985955",2,4
14108,"85.0724405,25.5574125",2,4
14109,"85.520427,26.5768565",2,4
1411,"77.442552,28.6543675",1,5
14110,"85.073597,25.233394",2,4
14111,"85.646194,24.8494535",2,4
14112,"84.3868775,25.274485",2,4
14113,"85.1962755,25.617163",2,4
14114,"85.5074375,24.6667355",2,4
14115,"86.0777235,26.193236",2,4
14116,"85.901662,24.964757",2,4
14117,"85.051818,24.7091355",2,4
14118,"84.93379,25.122523",2,4
14119,"87.050204,25.007479",2,7
1412,"77.136506,28.6552155",2,6
14120,"86.95266,24.7575255",2,7
14121,"85.67056,24.861764",2,4
14122,"85.121492,25.7185745",2,4
14123,"85.673332,26.239122",2,4
14124,"86.078405,26.312152",2,4
14125,"85.0471295,25.6194975",2,4
14126,"85.788528,26.517134",2,4
14127,"85.132537,25.51078",2,4
14128,"87.0167595,25.1843725",2,4
14129,"84.8703295,25.982594",2,4
1413,"77.325468,28.6568735",2,5
14130,"84.9698865,24.743564",2,4
14131,"87.587212,25.5504465",2,4
14132,"86.888649,25.0324735",2,7
14133,"84.2340945,26.1109655",2,4
14134,"85.3986515,26.141118",2,4
14135,"86.1478185,26.5984445",2,4
14136,"84.9468605,25.5452675",2,4
14137,"85.070715,25.6757265",2,4
14138,"87.042458,24.794421",2,7
14139,"86.4585035,25.3429335",2,4
1414,"77.368945,28.657218",1,5
14140,"85.2170305,24.6448885",2,4
14141,"84.164321,24.867004",2,4
14142,"86.215037,24.928656",2,4
14143,"85.634947,25.095098",2,4
14144,"85.387922,25.1313885",2,4
14145,"85.3733895,25.4012695",2,4
14146,"85.351142,25.694853",2,4
14147,"85.9315975,26.182656",2,4
14148,"84.932361,25.127106",2,4
14149,"87.490377,25.8422385",2,4
1415,"77.35747,28.6616745",2,5
14150,"87.0278485,24.7429985",2,7
14151,"85.1885675,25.55302",2,4
14152,"86.102254,26.5568965",2,4
14153,"84.7844075,24.971989",2,4
14154,"87.10538,24.9245965",2,7
14155,"84.2344525,24.9806855",2,4
14156,"87.621828,25.5740435",2,4
14157,"86.7454235,24.7400485",2,7
14158,"84.344099,27.1558105",2,4
14159,"84.5714765,25.1985835",2,4
1416,"77.1493875,28.662962",1,6
14160,"86.737261,25.1220005",2,4
14161,"85.0685065,25.573589",1,4
14162,"83.9738355,25.013528",1,4
14163,"86.976032,25.8855085",2,4
14164,"87.26832,25.2793705",2,4
14165,"84.732922,24.841838",2,4
14166,"85.0612355,24.6633015",2,4
14167,"85.3259455,26.087896",2,4
14168,"84.677511,25.510233",2,4
14169,"85.5736025,25.3317685",2,4
1417,"77.265107,28.667462",1,6
14170,"85.690055,25.2082175",2,4
14171,"86.989543,25.0574385",1,7
14172,"87.097107,25.1584445",2,4
14173,"85.0863185,25.311065",2,4
14174,"86.904895,25.2213015",2,4
14175,"86.888987,25.1477715",2,4
14176,"74.482587,19.76005",1,9
14177,"85.3607065,22.0972745",1,7
14178,"84.6699535,19.6077135",2,11
14179,"85.894061,20.408021",2,11
1418,"77.0776195,28.667856",1,6
14180,"85.9114535,20.4169385",2,11
14181,"84.8680905,19.3506475",2,11
14182,"85.750346,20.239573",2,11
14183,"85.8130725,20.3363905",1,11
14184,"84.6383765,19.878653",1,11
14185,"82.9115135,20.471113",2,7
14186,"85.8337615,20.2537435",1,11
14187,"86.1370655,20.9446475",1,11
14188,"85.862378,20.479678",2,11
14189,"85.8359605,20.2577535",1,11
1419,"77.152622,28.670278",1,6
14190,"85.8548835,20.2832245",2,11
14191,"84.8207645,22.2213225",2,7
14192,"84.834922,19.3132725",2,11
14193,"82.92154,20.4703855",1,7
14194,"84.787066,19.3126295",1,11
14195,"85.6947925,20.168118",1,11
14196,"82.3236385,19.1431735",1,7
14197,"84.8028115,19.3186805",2,11
14198,"84.756297,19.6107595",2,11
14199,"79.833289,10.917597",1,11
142,"77.5600935,13.001571",1,10
1420,"77.131753,28.6722465",1,6
14200,"79.833306,10.9235695",1,11
14201,"79.79581,11.9427765",1,11
14202,"76.8493825,30.586861",2,6
14203,"74.7922875,31.622841",1,6
14204,"74.609687,30.897127",2,6
14205,"76.3936865,30.334979",1,6
14206,"75.856186,30.888929",1,6
14207,"74.9251,31.65253",1,6
14208,"75.7234155,31.4578215",2,6
14209,"75.883046,30.9099665",1,6
1421,"77.23179,28.672346",2,6
14210,"75.2397915,29.6831665",2,6
14211,"75.8635155,30.940905",1,6
14212,"74.765243,30.671192",2,6
14213,"76.38902,30.3370635",2,6
14214,"76.201354,30.149418",1,6
14215,"75.1924395,31.8184685",1,6
14216,"75.854138,30.165777",1,6
14217,"74.6074635,30.9303405",2,6
14218,"74.5159985,30.475882",1,6
14219,"75.5863825,31.2947545",1,6
1422,"77.436478,28.673695",1,5
14220,"74.5322535,30.47741",2,6
14221,"75.770173,31.2285015",1,6
14222,"74.8545185,31.629988",2,6
14223,"74.9451915,30.2153895",1,6
14224,"74.9291655,30.1822055",2,6
14225,"74.8430805,31.6635515",1,6
14226,"75.939065,30.8533105",2,6
14227,"76.4542125,30.359554",1,6
14228,"75.6272325,31.2907255",1,6
14229,"74.8989675,31.645371",1,6
1423,"77.266212,28.675558",1,6
14230,"74.924201,30.2144735",1,6
14231,"77.372027,27.4711535",1,8
14232,"75.824568,26.7981495",2,8
14233,"74.4676765,29.7991855",1,6
14234,"73.732955,27.2029145",1,14
14235,"73.067077,26.3833215",2,14
14236,"73.3130985,25.348428",1,8
14237,"75.7418145,26.9496735",1,8
14238,"74.946934,27.991063",2,14
14239,"74.688115,27.0202435",2,14
1424,"77.0447735,28.6765155",1,6
14240,"75.1543915,28.0505425",2,14
14241,"74.580545,27.4096425",2,14
14242,"74.840514,26.5792155",1,8
14243,"73.742626,27.2025365",2,14
14244,"74.2958075,29.616683",2,6
14245,"74.766434,29.1836",1,6
14246,"75.224277,27.9036545",1,14
14247,"75.7734065,26.8551495",2,8
14248,"74.9840945,28.1622115",2,14
14249,"75.7638655,26.9783645",2,8
1425,"77.179984,28.6766835",1,6
14250,"75.8298655,26.8872805",2,8
14251,"77.037421,26.7315",1,8
14252,"73.009138,26.283154",1,14
14253,"76.286026,27.8922875",1,8
14254,"73.728528,27.193412",2,14
14255,"72.226958,25.8428065",1,14
14256,"75.37873,28.1168245",1,14
14257,"75.835152,25.1802",1,8
14258,"73.870538,29.920659",1,6
14259,"74.1956845,29.5511115",2,6
1426,"77.026815,28.676765",1,6
14260,"75.7787065,26.868615",1,8
14261,"73.30289,25.7957795",1,8
14262,"74.5929615,27.4093755",2,14
14263,"73.029447,26.262948",2,14
14264,"74.968133,27.9984005",2,14
14265,"73.8788575,29.9268255",1,6
14266,"74.7629325,29.1803225",1,6
14267,"72.422248,25.6574885",1,14
14268,"75.7778725,26.8840815",1,8
14269,"72.9960895,26.2302025",2,14
1427,"77.151676,28.679937",1,6
14270,"75.853679,25.132357",1,8
14271,"75.8389535,26.8912155",2,8
14272,"74.8509665,26.7932265",1,8
14273,"75.8004815,26.94713",1,8
14274,"74.7046765,27.0368115",1,14
14275,"72.985393,26.1246345",1,14
14276,"73.014372,26.2687235",1,14
14277,"75.7748665,26.889867",2,8
14278,"73.5829035,26.7905225",2,14
14279,"75.789553,27.7380605",1,14
1428,"77.230676,28.680165",2,6
14280,"71.7708035,24.754197",1,14
14281,"74.2750365,29.6073235",2,6
14282,"73.318037,25.7771635",1,8
14283,"74.653792,25.3577485",2,8
14284,"74.696424,26.9957485",2,14
14285,"75.259282,27.848445",2,14
14286,"73.712988,24.555522",2,8
14287,"73.4903305,26.6516315",2,14
14288,"74.182823,27.225184",1,14
14289,"74.6962495,26.988645",1,14
1429,"77.372658,28.6805645",1,5
14290,"74.966453,27.9933735",1,14
14291,"72.862392,24.8860075",1,8
14292,"73.45202,29.840157",1,6
14293,"74.4643965,27.6519255",2,14
14294,"74.6131705,25.335933",2,8
14295,"76.6068485,27.546169",2,8
14296,"75.2787135,27.8585985",1,14
14297,"73.84339,26.9107365",2,14
14298,"73.385915,25.2002065",1,8
14299,"77.48584,27.2169465",1,8
143,"77.608212,13.0018965",1,10
1430,"78.788965,28.680907",2,5
14300,"75.6550545,28.2382105",1,14
14301,"73.0011415,26.2760975",1,14
14302,"75.1364985,27.6138185",1,14
14303,"75.7490535,26.946578",1,8
14304,"75.7691985,26.9140015",2,8
14305,"72.2329755,25.848252",1,14
14306,"74.190648,27.2197955",1,14
14307,"74.61691,25.339661",2,8
14308,"75.7537415,26.89864",2,8
14309,"74.63623,25.3469625",2,8
1431,"77.164391,28.681422",1,6
14310,"75.1822695,26.908059",2,8
14311,"72.9350915,24.6620425",2,8
14312,"73.233445,25.231804",1,8
14313,"76.35401,27.6833625",1,8
14314,"72.7520945,24.4497775",1,8
14315,"75.298113,28.348048",1,14
14316,"74.867887,26.570191",1,8
14317,"73.6856035,24.5435655",2,8
14318,"73.6875285,24.5904275",2,8
14319,"74.276302,29.6209705",2,6
1432,"77.046407,28.6842035",1,6
14320,"74.942494,27.99636",1,14
14321,"77.515112,27.213013",2,8
14322,"74.6314365,25.3208205",2,8
14323,"73.6924085,24.58472",1,8
14324,"74.044885,24.138997",1,8
14325,"75.1517335,27.6175255",1,14
14326,"74.29507,29.6080915",1,6
14327,"75.864443,25.1300935",2,8
14328,"75.7579195,26.9405205",1,8
14329,"75.145038,28.0485375",1,14
1433,"77.118895,28.6850665",2,6
14330,"72.9372495,26.186185",2,14
14331,"75.4867135,26.022941",1,8
14332,"73.6959305,24.5493135",2,8
14333,"72.981398,26.2805015",1,14
14334,"74.6351135,25.361071",1,8
14335,"72.966029,26.264515",1,14
14336,"75.7742005,26.9559755",1,8
14337,"74.56647,27.4025005",2,14
14338,"75.7699565,26.96907",1,8
14339,"71.407104,25.795298",2,14
1434,"77.4414485,28.687218",2,5
14340,"75.4201895,28.145451",2,14
14341,"73.3906575,25.1958145",2,8
14342,"75.646075,25.4420315",2,8
14343,"75.231897,27.936956",2,14
14344,"74.7001885,26.9996245",2,14
14345,"75.636395,25.446757",1,8
14346,"75.7428895,26.942762",1,8
14347,"76.3516995,26.014381",2,8
14348,"75.7886715,26.1605735",1,8
14349,"76.816501,26.919429",1,8
1435,"77.264134,28.691512",1,6
14350,"75.641781,25.439743",1,8
14351,"72.2322915,25.8408795",1,14
14352,"73.0091435,26.22554",1,14
14353,"75.3941915,28.1242375",1,14
14354,"75.1586365,28.062405",2,14
14355,"75.7891065,26.813661",1,8
14356,"75.0274305,27.8232615",1,14
14357,"75.768417,26.9741895",1,8
14358,"75.941008,24.646821",2,8
14359,"75.1473965,27.6190975",2,14
1436,"77.080052,28.6933655",1,6
14360,"75.7779975,26.9600965",2,8
14361,"74.5641955,27.4097795",2,14
14362,"74.3243575,29.584784",2,6
14363,"78.6005085,11.599844",1,10
14364,"76.7944965,11.3466415",1,12
14365,"78.139862,8.817485",1,11
14366,"78.0889615,9.9325085",2,10
14367,"80.183636,13.186671",2,11
14368,"78.154156,9.9072735",2,10
14369,"76.955953,11.0175955",2,10
1437,"78.137543,28.694372",1,5
14370,"79.7453755,11.7707605",1,11
14371,"76.934961,11.2935355",2,10
14372,"77.730394,11.345683",1,10
14373,"79.3386115,12.928889",2,10
14374,"79.4487375,10.6756865",2,11
14375,"80.1901335,13.0821745",1,11
14376,"76.948687,10.985054",2,10
14377,"80.210827,12.991861",2,11
14378,"77.704111,11.3355135",1,10
14379,"78.096744,9.5024655",1,11
1438,"77.3150395,28.6997405",1,6
14380,"77.7200525,10.944345",1,10
14381,"78.102024,9.9009705",1,10
14382,"78.819243,10.751639",2,10
14383,"80.2455815,13.0323975",1,11
14384,"78.5371665,12.2649925",2,10
14385,"80.19251,13.0722685",2,11
14386,"78.882672,11.636527",1,11
14387,"78.6870075,10.8157935",1,10
14388,"80.262237,12.979998",1,11
14389,"77.47017,8.6808015",2,11
1439,"77.295364,28.700131",2,6
14390,"80.245633,13.1389265",1,11
14391,"79.631209,11.436375",2,11
14392,"80.251746,13.0521565",2,11
14393,"79.7045135,12.839029",1,11
14394,"79.4841915,11.935595",2,11
14395,"77.718157,11.3581975",1,10
14396,"78.3671345,9.4070545",1,11
14397,"78.139658,9.9031985",2,10
14398,"77.547709,9.440363",2,11
14399,"77.555058,9.4450825",1,11
144,"80.206516,13.0049185",1,11
1440,"77.273212,28.7061345",1,6
14400,"77.738951,11.330078",2,10
14401,"80.269912,12.991738",2,11
14402,"77.9108525,10.7714075",2,10
14403,"80.2261035,13.0965215",1,11
14404,"80.2555845,13.1377095",1,11
14405,"77.5971905,9.4195825",2,11
14406,"76.9724305,11.0202505",1,10
14407,"77.5131885,10.456397",1,10
14408,"79.784081,11.9423335",2,11
14409,"78.8142095,10.3660355",1,10
1441,"77.652755,28.7113135",1,5
14410,"80.155209,12.938473",1,11
14411,"79.1232065,10.7677785",1,11
14412,"78.11141,9.9236965",2,10
14413,"78.02468,8.428816",1,11
14414,"77.3542815,11.101086",1,10
14415,"79.521919,10.706883",1,11
14416,"77.352869,11.122378",1,10
14417,"80.201335,13.0863395",2,11
14418,"80.185819,12.9577175",1,11
14419,"78.1555665,8.8135005",2,11
1442,"77.106379,28.719477",2,6
14420,"80.249395,13.0833765",1,11
14421,"77.809521,9.4777585",2,11
14422,"78.596237,11.148211",2,10
14423,"77.335696,11.1029285",1,10
14424,"80.058017,13.1217235",1,11
14425,"78.8201695,10.3738625",1,10
14426,"78.8086075,10.3891385",2,10
14427,"79.1395395,10.7634495",2,11
14428,"80.281479,13.12244",1,11
14429,"80.157114,13.117989",1,11
1443,"78.270348,28.7213145",2,5
14430,"79.7686775,11.765631",1,11
14431,"77.802357,11.7884",2,10
14432,"79.437346,10.99211",1,11
14433,"78.190461,11.666587",2,10
14434,"77.794277,9.4541605",1,11
14435,"80.2481425,13.0473395",2,11
14436,"79.2412605,10.915434",1,11
14437,"77.7309905,8.6947155",1,11
14438,"79.117639,12.926421",1,10
14439,"80.25304,13.069878",1,11
1444,"77.273385,28.724245",1,6
14440,"91.2810625,23.8434045",1,2
14441,"91.2841,23.827491",1,2
14442,"91.2890605,23.8539705",2,2
14443,"91.3008925,23.8345985",1,2
14444,"91.2708185,23.8440145",2,2
14445,"91.2640295,23.848142",2,2
14446,"91.284457,23.838295",2,2
14447,"78.794186,28.829807",1,5
14448,"80.5795965,26.0438915",2,5
14449,"83.011971,25.3541075",2,4
1445,"77.1719385,28.7249605",2,6
14450,"80.8949805,26.86388",1,5
14451,"79.0208865,28.805012",1,5
14452,"78.241554,27.207937",1,5
14453,"78.145904,28.673047",2,5
14454,"77.35276,28.6072215",2,5
14455,"77.5731835,29.0062915",2,5
14456,"78.318996,29.6147155",2,5
14457,"77.8622255,29.090605",1,5
14458,"80.8957045,26.8837045",1,5
14459,"80.9587225,26.8586125",1,5
1446,"77.264221,28.730421",1,6
14460,"78.38878,27.1591935",2,5
14461,"77.905987,28.4216735",1,5
14462,"78.040432,27.1615675",2,5
14463,"79.9412685,27.638972",1,5
14464,"82.6868835,26.0487065",1,4
14465,"77.457473,28.636713",1,5
14466,"79.908325,27.8641065",1,5
14467,"82.9968235,25.3125385",1,4
14468,"78.595927,27.108902",1,5
14469,"77.99175,27.1585255",2,5
1447,"77.279389,28.738872",2,5
14470,"78.541095,25.4258485",1,8
14471,"77.969106,27.2114085",2,5
14472,"82.565715,25.40253",1,4
14473,"77.4551555,28.6568925",2,5
14474,"82.1736015,26.7822355",2,4
14475,"78.077633,27.8917515",1,5
14476,"77.5267115,28.9509575",1,5
14477,"77.273644,28.764296",1,5
14478,"81.8311925,25.4385295",1,5
14479,"77.269212,28.7544965",2,5
1448,"77.770594,28.7406305",2,5
14480,"82.9701095,25.3065975",1,4
14481,"78.397347,24.687294",2,8
14482,"77.5582065,29.9609985",1,5
14483,"77.6012775,29.100187",2,5
14484,"78.4679035,28.890445",2,5
14485,"77.6885085,27.475886",2,5
14486,"83.0027825,25.3066065",1,4
14487,"80.8926325,26.8365045",1,5
14488,"80.9225865,26.8456685",1,5
14489,"77.445434,28.675904",1,5
1449,"77.180694,28.741213",1,6
14490,"77.6827355,29.0215955",1,5
14491,"77.280609,28.7617895",2,5
14492,"82.1640185,26.772136",2,4
14493,"80.8784685,26.8017455",2,5
14494,"81.254343,26.2217205",1,5
14495,"78.6502795,28.864863",2,5
14496,"82.995614,25.301975",2,4
14497,"77.3345485,28.6351875",2,5
14498,"79.02985,27.22931",1,5
14499,"77.4720995,29.293018",1,5
145,"80.254712,13.0056225",2,11
1450,"77.271365,28.7434305",2,5
14500,"82.966754,25.315331",1,4
14501,"77.326007,28.6640075",1,5
14502,"80.9876835,26.8475635",1,5
14503,"77.6735215,28.967047",1,5
14504,"79.740615,27.9656635",1,5
14505,"80.8825075,26.8472985",1,5
14506,"77.37158,28.563452",1,5
14507,"79.118363,28.026143",2,5
14508,"82.9844945,25.280023",1,4
14509,"80.729461,27.76931",1,5
1451,"77.097736,28.7450755",1,6
14510,"80.36493,26.4101215",2,5
14511,"83.590053,25.579901",2,4
14512,"82.1593615,27.403453",1,4
14513,"77.406512,28.5508035",2,5
14514,"77.6978125,28.971165",1,5
14515,"79.5073815,26.802732",1,5
14516,"83.062681,25.343624",1,4
14517,"77.69228,27.374128",2,5
14518,"77.536765,29.9414885",1,5
14519,"81.833994,25.46951",1,5
1452,"77.127765,28.7505725",2,6
14520,"84.169745,25.9831695",2,4
14521,"78.069851,27.8712365",1,5
14522,"82.754598,26.800165",2,4
14523,"80.5745395,25.285858",1,8
14524,"80.377969,26.4104945",2,5
14525,"79.909657,27.8919465",2,5
14526,"80.9640285,26.8932375",1,5
14527,"77.366769,28.6069005",1,5
14528,"78.133193,29.375683",2,5
14529,"79.740549,27.952835",2,5
1453,"77.25747,28.7514555",2,5
14530,"80.320041,26.4192975",1,5
14531,"77.6899175,28.9597165",1,5
14532,"81.8184465,25.4514125",1,5
14533,"77.9653065,28.8541815",2,5
14534,"81.8282775,25.457777",1,5
14535,"78.569139,25.451802",2,8
14536,"77.44548,27.7817425",2,5
14537,"77.3559975,28.647593",2,5
14538,"78.4256495,29.4407985",1,5
14539,"77.7231975,28.9898935",2,5
1454,"77.1517985,28.7528845",2,6
14540,"80.5702605,26.037461",1,5
14541,"77.9160175,29.179951",2,5
14542,"82.5779365,25.1367635",2,4
14543,"79.51323,26.456449",1,5
14544,"80.282881,26.4892735",1,5
14545,"81.8474695,25.4500255",2,5
14546,"77.6652955,29.054729",1,5
14547,"81.49936,27.864711",1,4
14548,"80.8830785,26.8407175",2,5
14549,"77.45457,28.640331",2,5
1455,"77.266788,28.758467",2,5
14550,"81.7831595,25.4472075",1,5
14551,"77.5261305,29.963651",1,5
14552,"77.4466365,28.6681205",1,5
14553,"80.9227255,26.8760685",2,5
14554,"78.005134,27.214894",1,5
14555,"80.342172,26.4349915",2,5
14556,"82.7749595,24.195636",2,4
14557,"82.556684,26.6035025",1,4
14558,"82.9784065,25.2598755",1,4
14559,"80.9461735,26.895676",2,5
1456,"77.143826,28.7681425",2,6
14560,"77.317829,29.4355415",2,5
14561,"80.24836,26.46277",1,5
14562,"77.3863665,28.654788",2,5
14563,"77.5114515,29.0813995",1,5
14564,"78.127343,29.371973",1,5
14565,"81.851345,25.478757",2,5
14566,"78.6470695,27.556579",2,5
14567,"77.702605,29.462053",1,5
14568,"83.0065495,25.3420565",2,4
14569,"78.571456,25.4648865",1,8
1457,"77.165572,28.770747",2,6
14570,"77.5782305,28.842075",2,5
14571,"77.9971015,27.1981055",1,5
14572,"77.713976,29.4836065",1,5
14573,"78.470409,28.8372905",1,5
14574,"82.6852845,25.7378855",2,4
14575,"81.868312,25.400042",2,5
14576,"80.940105,26.882057",1,5
14577,"79.337089,28.497384",1,5
14578,"77.669783,27.106395",1,5
14579,"81.5949145,27.5699665",2,4
1458,"77.2777305,28.77273",1,5
14580,"78.644752,29.101436",2,5
14581,"80.3451515,26.441763",2,5
14582,"79.9084015,27.883814",1,5
14583,"77.713657,29.213216",1,5
14584,"80.9039035,26.80888",1,5
14585,"80.3103255,26.458986",1,5
14586,"79.45113,28.58568",1,5
14587,"80.9044585,26.8679335",2,5
14588,"77.305197,28.7302705",2,5
14589,"77.9126775,29.054971",1,5
1459,"77.1396745,28.7748235",2,6
14590,"79.0333265,26.772042",2,5
14591,"81.8610525,25.4803585",2,5
14592,"81.821514,25.432592",2,5
14593,"80.9422945,26.8627575",2,5
14594,"78.083347,27.8760895",2,5
14595,"80.9006685,26.880401",1,5
14596,"78.711399,28.4843495",1,5
14597,"78.050399,27.161509",1,5
14598,"79.6529585,27.7271925",1,5
14599,"83.5569165,25.94732",1,4
146,"77.942381,13.006735",2,10
1460,"77.709433,28.779027",1,5
14600,"78.085574,27.871448",1,5
14601,"77.362963,28.62168",2,5
14602,"77.418969,28.685698",1,5
14603,"77.959048,27.1730355",1,5
14604,"80.361769,26.417439",1,5
14605,"82.6981515,25.7310995",1,4
14606,"80.9738515,26.1646825",1,5
14607,"82.999423,25.2790195",1,4
14608,"77.702896,28.959128",1,5
14609,"77.633303,28.6657405",2,5
1461,"77.4962115,28.7799195",1,5
14610,"80.9178575,26.8427595",1,5
14611,"78.3787,27.1615205",1,5
14612,"77.5520255,29.9589675",2,5
14613,"77.220337,29.262284",1,5
14614,"77.934061,27.212241",2,5
14615,"80.9408465,26.9304185",2,5
14616,"78.003341,27.233206",1,5
14617,"77.7199445,28.9567565",1,5
14618,"82.5836845,25.140999",2,4
14619,"80.243691,26.4623505",2,5
1462,"78.0413135,28.7817655",1,5
14620,"80.284242,26.495243",1,5
14621,"80.3866605,26.4236945",1,5
14622,"80.9365625,26.93437",1,5
14623,"77.317157,28.7831055",2,5
14624,"80.9526665,26.898597",1,5
14625,"81.8158205,25.4309915",2,5
14626,"83.0759815,25.29917",2,4
14627,"79.4045105,28.338211",1,5
14628,"77.349627,28.655588",2,5
14629,"82.551721,25.1398755",1,4
